Age,CustFor,Education,Marital_Status,Child,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,TotMnt,TotPurch,TotCmp,Cluster
46,1061,Master,Partner,0,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,64,8,0,1
42,881,Master,Partner,1,65463.0,17,391,32,70,21,32,16,2,6,2,9,5,0,0,0,1,0,0,0,562,19,1,4
51,760,Graduate,Partner,2,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,312,19,0,4
62,1220,Graduate,Alone,0,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,1156,16,0,3
33,1216,Master,Alone,0,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,1,0,0,0,0,0,1,1104,16,1,2
43,871,PhD,Alone,2,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,16,4,0,4
56,863,Master,Alone,0,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,2008,19,1,2
32,1034,PhD,Alone,1,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,44,9,0,1
45,1036,Graduate,Partner,1,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,0,1,1,0,0,1574,14,2,3
33,987,PhD,Partner,1,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,0,1,0,0,0,1,63,5,1,1
33,1013,Master,Partner,0,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,0,1,0,0,0,1,426,12,1,1
50,1260,Basic,Partner,0,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,96,6,0,1
38,1021,Master,Partner,1,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,635,23,0,1
48,997,Graduate,Alone,1,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,757,22,0,3
37,1315,PhD,Partner,1,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,125,9,0,1
43,1139,Master,Alone,2,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,332,16,0,4
37,918,Graduate,Alone,1,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,135,8,0,1
62,1319,Graduate,Partner,1,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,330,14,0,3
54,1289,Graduate,Alone,2,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,384,20,0,4
50,1421,Graduate,Alone,2,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,1722,18,0,3
39,797,Graduate,Partner,3,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,78,7,0,4
31,1264,Basic,Alone,0,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,24,4,0,1
64,922,Master,Alone,0,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1168,25,0,3
65,1261,Master,Partner,1,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,0,0,957,17,1,3
49,993,Graduate,Alone,2,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,15,4,0,4
38,753,Graduate,Partner,1,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,57,5,0,4
40,1325,Graduate,Partner,1,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,0,0,0,1956,24,1,2
31,974,Graduate,Alone,0,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,1,0,0,1,1,0,1,2013,21,3,2
42,767,Master,Partner,1,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,326,14,0,4
48,1424,PhD,Partner,2,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,77,9,0,1
54,1153,PhD,Alone,0,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1313,20,0,2
27,769,Master,Alone,0,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,30,8,0,1
55,1243,Graduate,Partner,1,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,315,14,0,4
63,1105,Master,Partner,1,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,660,22,0,3
27,1245,Graduate,Partner,1,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,74,7,0,1
38,780,Master,Alone,1,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,46,7,0,1
54,1047,PhD,Alone,1,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,86,8,0,4
71,967,Graduate,Alone,0,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1103,25,0,2
42,890,Master,Partner,1,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,61,11,0,1
35,953,Graduate,Partner,1,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,0,1,145,9,1,1
60,1384,Graduate,Partner,2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,31,0,3
62,960,PhD,Partner,1,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,411,16,0,4
30,1355,Graduate,Alone,1,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,0,1,0,0,0,1,27,4,1,1
73,1089,PhD,Alone,0,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1060,27,0,3
52,1400,Graduate,Partner,1,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,1459,24,0,2
37,1400,Graduate,Partner,1,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,18,4,0,1
42,1376,Graduate,Partner,0,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,0,0,1,0,1,1833,26,1,2
56,818,Master,Partner,1,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,237,12,0,4
53,763,PhD,Alone,2,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,48,10,0,4
40,1074,Graduate,Partner,2,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,515,26,0,4
42,1302,Graduate,Partner,0,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,1020,15,0,2
55,762,Graduate,Partner,0,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1370,11,0,2
65,1206,Graduate,Partner,1,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,1026,25,0,3
51,829,Graduate,Partner,1,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,301,12,0,4
60,1384,Graduate,Partner,2,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,684,31,0,3
51,1348,Graduate,Partner,1,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,0,0,499,17,1,3
22,1407,Graduate,Partner,0,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,1004,21,0,2
42,990,PhD,Partner,1,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,218,12,0,4
44,1133,Graduate,Partner,1,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,606,22,0,3
48,1090,Master,Partner,1,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,75,6,0,4
48,1407,Graduate,Partner,3,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,106,9,0,1
68,1127,Graduate,Partner,0,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,990,17,0,2
47,889,Graduate,Alone,0,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1097,16,0,2
20,863,Basic,Partner,0,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0,0,16,4,1,1
42,835,Master,Partner,0,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,34,5,0,1
26,1403,PhD,Partner,0,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,1711,16,0,2
59,899,Master,Partner,2,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,0,0,438,17,1,4
37,1268,Basic,Partner,1,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,75,7,0,1
56,959,Master,Partner,1,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,225,13,0,4
64,1334,Master,Partner,2,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,18,4,0,4
35,1139,Graduate,Partner,1,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,470,17,0,1
35,1173,Graduate,Alone,2,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,91,9,0,1
25,867,Master,Alone,0,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,2525,18,1,2
66,1263,Graduate,Partner,1,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,504,19,0,3
59,1271,Graduate,Partner,1,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,235,11,0,4
55,1257,PhD,Alone,1,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,0,1,1232,21,1,3
58,1153,Basic,Alone,2,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,88,12,0,4
45,783,Graduate,Alone,1,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,4,0,4
31,1062,Graduate,Alone,1,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,24,5,0,1
51,1042,Graduate,Partner,2,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,7,0,4
64,1039,PhD,Alone,1,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0,0,1020,26,1,3
54,1301,PhD,Partner,1,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,155,10,0,1
42,853,Master,Partner,2,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,5,0,4
46,1285,Master,Alone,0,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1812,16,0,2
47,1320,Master,Alone,1,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,0,1,1461,25,2,3
56,801,Graduate,Alone,1,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,96,6,0,4
64,863,Graduate,Alone,1,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,160,9,0,4
47,1164,Master,Partner,2,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,139,10,0,4
48,1165,Master,Alone,1,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,908,22,0,3
51,1032,Master,Partner,1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,8,0,4
47,1186,Master,Partner,1,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0,0,1161,19,1,3
44,816,PhD,Partner,0,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,988,14,0,3
55,1389,Master,Alone,1,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1072,27,0,2
39,1022,Graduate,Partner,2,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,174,12,0,4
57,1251,Graduate,Partner,1,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,758,22,0,3
58,911,Master,Partner,1,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,195,11,0,4
37,1358,Graduate,Alone,1,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,0,1,31,6,1,1
59,1047,Master,Partner,0,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,1084,17,0,3
60,1225,Master,Partner,1,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0,0,685,22,1,3
51,950,PhD,Partner,0,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,0,0,1672,26,1,2
26,974,Graduate,Partner,0,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,43,6,0,1
59,864,PhD,Partner,2,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0,49,5,1,4
51,1134,Graduate,Partner,1,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,133,9,0,4
59,991,Graduate,Partner,1,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0,0,363,15,1,4
61,1171,Graduate,Partner,1,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,545,18,0,3
44,976,Graduate,Partner,1,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0,0,1065,31,1,3
47,1205,Graduate,Partner,0,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,0,0,2047,21,1,2
44,1337,Graduate,Partner,2,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,296,15,0,1
41,1097,Graduate,Alone,2,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,140,11,0,1
51,1078,Graduate,Alone,1,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,530,17,0,3
53,1421,PhD,Partner,2,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,152,13,0,1
25,997,PhD,Partner,0,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,1598,24,0,2
53,1257,Graduate,Alone,1,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,114,8,0,1
30,1407,Basic,Alone,1,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,101,10,0,1
43,1011,Graduate,Partner,1,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,25,4,0,1
59,1250,Master,Alone,0,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0,0,789,22,1,2
35,1065,Graduate,Partner,2,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0,0,87,7,1,1
58,1011,PhD,Alone,2,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,90,11,0,4
57,1158,PhD,Partner,1,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,1215,20,0,3
61,991,PhD,Alone,0,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,0,0,811,22,1,3
30,1346,Graduate,Partner,1,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,0,1,61,7,1,1
41,1049,Master,Partner,1,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,405,18,0,1
61,822,Master,Partner,2,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,9,0,4
45,1230,Graduate,Alone,2,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,189,14,0,1
30,1096,PhD,Partner,1,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,40,5,0,1
38,871,Graduate,Alone,1,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,63,10,0,1
33,1196,Graduate,Partner,1,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,52,7,0,1
40,789,PhD,Partner,1,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,39,5,0,4
45,765,Graduate,Partner,1,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,805,25,0,3
60,804,Master,Partner,1,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,130,8,0,4
44,999,Graduate,Partner,0,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0,1631,24,3,2
27,1091,Graduate,Partner,1,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,34,5,0,1
64,943,Graduate,Alone,2,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,152,12,0,4
32,893,Basic,Alone,1,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,21,5,0,1
49,1000,PhD,Partner,3,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,71,7,0,4
54,767,Graduate,Alone,1,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0,0,899,23,1,2
69,801,Master,Partner,0,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,711,10,0,3
38,1425,PhD,Partner,1,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,351,16,0,1
45,773,Graduate,Alone,0,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,8,15,0,1
24,1304,Basic,Alone,1,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,119,11,0,1
48,1181,Graduate,Partner,2,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,21,4,0,4
43,828,PhD,Partner,1,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,10,4,0,4
41,767,Graduate,Partner,1,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0,973,27,1,4
51,1037,PhD,Partner,0,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,0,1,1536,13,2,2
64,1079,Graduate,Partner,2,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0,992,28,1,3
49,1223,PhD,Partner,1,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1,1529,34,1,2
44,1021,Graduate,Partner,1,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,860,17,0,2
53,985,Graduate,Alone,1,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,23,0,3
46,1430,PhD,Partner,2,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,418,18,0,1
61,1426,Master,Partner,1,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,587,16,0,3
41,779,Graduate,Partner,1,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,641,19,0,2
40,833,Graduate,Partner,2,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0,23,4,1,4
47,1048,Graduate,Partner,0,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0,0,2279,23,2,2
43,772,PhD,Alone,2,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0,49,6,1,4
33,1134,PhD,Alone,0,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,1,0,1,1779,17,1,2
34,937,Master,Partner,0,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,0,0,1804,27,2,2
56,1089,Graduate,Partner,2,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,48,8,0,4
64,846,Graduate,Alone,2,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,83,7,0,4
41,995,Graduate,Alone,0,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,0,1,1862,17,3,2
53,1374,PhD,Partner,2,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,793,29,0,3
46,1237,Graduate,Partner,1,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,84,9,0,1
68,1044,PhD,Partner,1,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,183,10,0,4
58,739,Master,Alone,0,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,1383,19,0,2
72,814,Graduate,Partner,0,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,0,1,0,0,0,999,16,1,3
53,1254,Master,Alone,1,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,825,24,0,3
44,1403,Graduate,Alone,1,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,0,1,0,0,0,1,246,14,1,1
50,1198,Master,Partner,2,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,610,25,0,3
48,1316,Master,Alone,1,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,76,9,0,1
45,1219,Graduate,Partner,1,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,1,0,0,0,1286,22,1,3
41,926,Master,Partner,1,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,0,0,30,4,1,1
52,1275,Graduate,Partner,3,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,99,8,0,4
38,1377,Graduate,Alone,0,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,0,0,0,1192,22,1,2
41,943,Graduate,Partner,1,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,362,18,0,4
33,1420,Graduate,Partner,0,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,0,0,1,0,1,2130,19,1,2
45,1411,Master,Alone,0,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,1,0,0,1,1229,28,2,2
59,1378,PhD,Partner,2,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,38,6,0,4
65,1074,Master,Partner,0,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,485,17,0,3
65,1332,Basic,Partner,0,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,434,13,0,3
46,1203,Graduate,Alone,1,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,44,5,0,1
44,1314,PhD,Partner,1,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,0,0,1,0,0,1,496,18,1,1
47,1117,Master,Partner,2,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,78,7,0,4
44,1235,Master,Partner,0,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,0,1,0,1,2346,23,3,2
45,1277,Graduate,Partner,0,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,794,21,0,2
60,1028,Graduate,Partner,0,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,17,4,0,4
45,1064,Graduate,Alone,1,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,26,5,0,1
43,834,Master,Partner,1,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,76,8,0,4
39,935,PhD,Alone,2,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,15,4,0,4
53,809,PhD,Alone,2,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,7,0,4
62,823,Master,Partner,1,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,198,10,0,4
38,978,PhD,Partner,1,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,49,5,0,1
50,1101,Graduate,Partner,1,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0,802,25,1,3
70,861,Graduate,Partner,0,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,0,0,1,0,1,1736,15,1,2
38,1280,Graduate,Alone,2,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,57,10,0,1
63,1213,Graduate,Partner,0,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,0,1,2302,18,3,2
31,862,Master,Partner,0,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,37,6,0,1
46,1220,Graduate,Alone,2,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,310,16,0,1
37,1336,Graduate,Partner,0,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,0,1,0,0,0,1305,19,1,2
50,1097,Graduate,Partner,1,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,832,26,0,3
40,1183,Graduate,Partner,2,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,401,19,0,1
51,768,PhD,Partner,0,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,0,0,1501,23,2,3
34,897,Graduate,Partner,0,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,0,1,1189,28,4,3
44,1073,Graduate,Partner,1,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,1194,32,0,3
56,880,PhD,Partner,1,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,656,21,0,3
60,1314,Master,Alone,0,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,1540,23,0,2
51,1038,Master,Partner,1,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,311,15,0,4
61,966,Master,Partner,1,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,820,26,0,2
27,900,Master,Partner,1,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,274,14,0,1
54,1166,PhD,Alone,2,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,57,9,0,4
